ref,exp,date,visitor,home,position,vpen,vpenyd,hpen,hpenyd
Horton,264,2013-12-15,PHI,MIN,Field-Judge,9,94,3,25
Horton,264,2013-12-22,OAK,SD,Field-Judge,12,73,3,24
Horton,264,2013-12-29,HOU,TEN,Field-Judge,5,55,7,76
Horton,264,2014-01-04,KC,None,Field-Judge,2,15,4,19
Horton,264,2014-09-07,CAR,TB,Field-Judge,6,55,3,15
Horton,264,2014-09-14,SEA,SD,Field-Judge,8,53,6,53
Horton,264,2014-09-21,OAK,NE,Field-Judge,6,49,6,59
Horton,264,2014-10-05,HOU,DAL,Field-Judge,5,35,7,56
Horton,264,2014-10-12,PIT,CLE,Field-Judge,6,42,6,60
Horton,264,2014-10-19,MIA,CHI,Field-Judge,7,84,2,15
Horton,264,2014-10-26,DET,ATL,Field-Judge,8,85,5,39
Horton,264,2014-11-09,NYG,SEA,Field-Judge,4,35,6,50
Horton,264,2014-11-16,NE,IND,Field-Judge,5,53,4,27
Horton,264,2014-11-24,NYJ,BUF,Field-Judge,9,60,4,24
Horton,264,2014-11-30,NO,PIT,Field-Judge,11,77,5,28
Horton,264,2014-12-08,ATL,GB,Field-Judge,3,11,5,40
Horton,264,2014-12-14,MIN,DET,Field-Judge,3,25,5,35
Horton,264,2014-12-21,NYG,STL,Field-Judge,12,149,9,76
Horton,264,2014-12-28,SD,KC,Field-Judge,10,67,7,46
Horton,264,2015-01-03,BAL,None,Field-Judge,2,14,8,114
Horton,264,2015-09-20,DAL,PHI,Field-Judge,18,142,8,60
Horton,264,2015-09-27,SF,ARI,Field-Judge,6,45,4,24
Horton,264,2015-10-05,DET,SEA,Field-Judge,4,37,5,30
Horton,264,2015-10-11,CHI,KC,Field-Judge,6,49,3,49
Horton,264,2015-10-18,NE,IND,Field-Judge,8,72,11,103
Horton,264,2015-11-01,CIN,PIT,Field-Judge,10,94,10,91
Horton,264,2015-11-08,ATL,SF,Field-Judge,6,63,5,30
Horton,264,2015-11-15,MIN,OAK,Field-Judge,3,15,8,82
Horton,264,2015-11-22,STL,BAL,Field-Judge,6,35,10,137
Horton,264,2015-11-29,NE,DEN,Field-Judge,5,47,6,46
Horton,264,2015-12-06,HOU,BUF,Field-Judge,10,89,5,42
Horton,264,2015-12-13,ATL,CAR,Field-Judge,6,54,6,60
Horton,264,2015-12-20,ARI,PHI,Field-Judge,1,10,5,38
Horton,264,2015-12-27,NYG,MIN,Field-Judge,7,48,2,10
Horton,264,2016-01-03,OAK,KC,Field-Judge,7,59,5,55
Horton,264,2016-01-09,PIT,None,Field-Judge,10,142,8,79
Corrente,262,1999-09-12,OAK,GB,Referee,6,55,7,47
Corrente,262,1999-09-19,DEN,KC,Referee,8,50,10,84
Corrente,262,1999-09-27,SF,ARI,Referee,9,88,3,25
Corrente,262,1999-10-03,PHI,NYG,Referee,6,35,5,51
Corrente,262,1999-10-17,CLE,JAC,Referee,6,55,7,55
Corrente,262,1999-10-24,CHI,TB,Referee,6,55,4,30
Corrente,262,1999-10-31,MIN,DEN,Referee,9,78,7,39
Corrente,262,1999-11-07,CIN,SEA,Referee,16,107,8,71
Corrente,262,1999-11-14,MIA,BUF,Referee,5,41,11,75
Corrente,262,1999-11-21,STL,SF,Referee,7,58,3,15
Corrente,262,1999-11-28,ATL,CAR,Referee,14,137,8,54
Corrente,262,1999-12-05,CLE,SD,Referee,13,94,7,56
Corrente,262,1999-12-12,ARI,WAS,Referee,5,42,12,97
Corrente,262,1999-12-19,TB,OAK,Referee,9,60,3,35
Corrente,262,1999-12-26,CIN,BAL,Referee,11,87,7,53
Corrente,262,2000-01-02,DET,MIN,Referee,4,47,7,45
Corrente,262,2000-01-09,MIA,None,Referee,6,67,2,10
Corrente,262,2000-09-03,DET,NO,Referee,8,74,12,89
Corrente,262,2000-09-10,ATL,DEN,Referee,10,71,7,54
Corrente,262,2000-09-17,PHI,GB,Referee,12,115,5,31
Corrente,262,2000-09-24,SEA,SD,Referee,5,45,9,71
Corrente,262,2000-10-09,TB,MIN,Referee,7,58,4,44
Corrente,262,2000-10-15,OAK,KC,Referee,8,69,6,40
Corrente,262,2000-10-22,NE,IND,Referee,6,48,8,106
Corrente,262,2000-11-05,NYG,CLE,Referee,3,39,4,55
Corrente,262,2000-11-12,MIA,SD,Referee,8,60,8,88
Corrente,262,2000-11-19,OAK,NO,Referee,5,32,12,93
Corrente,262,2000-11-23,MIN,DAL,Referee,4,21,5,45
Corrente,262,2000-12-03,STL,CAR,Referee,9,72,1,10
Corrente,262,2000-12-10,PIT,NYG,Referee,5,42,6,91
Corrente,262,2000-12-17,TEN,CLE,Referee,3,25,7,66
Corrente,262,2000-12-23,SF,DEN,Referee,11,110,8,90
Corrente,262,2001-01-14,MIN,None,Referee,5,61,4,36
Corrente,262,2001-09-30,GB,CAR,Referee,6,45,3,35
Corrente,262,2001-10-07,JAC,SEA,Referee,4,24,7,60
Corrente,262,2001-10-14,DET,MIN,Referee,8,90,8,70
Corrente,262,2001-10-21,KC,ARI,Referee,10,107,6,50
Corrente,262,2001-10-28,BUF,SD,Referee,9,68,7,62
Corrente,262,2001-11-05,DEN,OAK,Referee,7,71,11,93
Corrente,262,2001-11-18,CHI,TB,Referee,7,75,3,39
Corrente,262,2001-11-25,ATL,CAR,Referee,4,30,6,30
Corrente,262,2001-12-02,MIN,PIT,Referee,5,36,3,30
Corrente,262,2001-12-09,JAC,CIN,Referee,7,40,7,54
Corrente,262,2001-12-16,DAL,SEA,Referee,6,70,0,0
Corrente,262,2001-12-22,PHI,SF,Referee,11,109,3,15
Corrente,262,2001-12-30,CHI,DET,Referee,7,68,5,50
Corrente,262,2002-01-06,BUF,MIA,Referee,5,36,7,56
Corrente,262,2002-01-20,BAL,None,Referee,9,65,5,50
Corrente,262,2002-09-09,PIT,NE,Referee,13,112,7,88
Corrente,262,2002-09-15,ARI,SEA,Referee,7,42,7,35
Corrente,262,2002-09-22,IND,HOU,Referee,4,45,9,67
Corrente,262,2002-10-06,STL,SF,Referee,4,40,4,27
Corrente,262,2002-10-13,MIA,DEN,Referee,8,42,9,70
Corrente,262,2002-10-20,SD,OAK,Referee,10,97,5,50
Corrente,262,2002-10-27,ATL,NO,Referee,10,95,9,96
Corrente,262,2002-11-10,NYG,MIN,Referee,9,84,10,84
Corrente,262,2002-11-17,PIT,TEN,Referee,4,20,5,36
Corrente,262,2002-11-24,DET,CHI,Referee,7,50,6,64
Corrente,262,2002-12-01,DEN,SD,Referee,9,57,1,5
Corrente,262,2002-12-08,ATL,TB,Referee,4,45,5,38
Corrente,262,2002-12-15,GB,SF,Referee,4,20,3,18
Corrente,262,2002-12-22,NYJ,NE,Referee,7,60,4,30
Corrente,262,2002-12-28,KC,OAK,Referee,1,5,4,25
Corrente,262,2003-01-04,IND,None,Referee,2,10,3,30
Corrente,262,2003-09-07,NO,SEA,Referee,11,114,3,20
Corrente,262,2003-09-14,DEN,SD,Referee,10,81,11,96
Corrente,262,2003-09-21,CLE,SF,Referee,7,60,8,88
Corrente,262,2003-09-28,JAC,HOU,Referee,9,48,4,43
Corrente,262,2003-10-12,BAL,ARI,Referee,6,55,5,35
Corrente,262,2003-10-19,CHI,SEA,Referee,6,64,5,45
Corrente,262,2003-10-26,NYG,MIN,Referee,10,75,9,52
Corrente,262,2003-11-02,STL,SF,Referee,7,50,7,39
Corrente,262,2003-11-09,NYJ,OAK,Referee,3,25,6,37
Corrente,262,2003-11-16,ATL,NO,Referee,5,44,7,46
Corrente,262,2003-11-23,CIN,SD,Referee,6,80,7,69
Corrente,262,2003-11-30,TB,JAC,Referee,7,80,5,48
Corrente,262,2003-12-07,KC,DEN,Referee,5,44,4,23
Corrente,262,2003-12-22,GB,OAK,Referee,10,70,3,25
Corrente,262,2003-12-28,MIN,ARI,Referee,7,71,1,5
Corrente,262,2004-09-12,ATL,SF,Referee,7,72,10,57
Corrente,262,2004-09-19,NE,ARI,Referee,12,79,6,43
Corrente,262,2004-09-26,TB,OAK,Referee,8,56,11,74
Corrente,262,2004-10-10,JAC,SD,Referee,5,33,4,44
Corrente,262,2004-10-17,MIN,NO,Referee,5,35,4,21
Corrente,262,2004-10-24,ATL,KC,Referee,3,41,5,45
Corrente,262,2004-10-31,BAL,PHI,Referee,6,91,8,72
Corrente,262,2004-11-07,SEA,SF,Referee,7,55,3,29
Corrente,262,2004-11-21,NYJ,CLE,Referee,5,50,7,40
Corrente,262,2004-11-29,STL,GB,Referee,7,50,7,55
Corrente,262,2004-12-05,MIN,CHI,Referee,6,30,7,55
Corrente,262,2004-12-12,NO,DAL,Referee,9,136,11,76
Corrente,262,2004-12-19,DEN,KC,Referee,10,100,6,58
Corrente,262,2004-12-26,ARI,SEA,Referee,4,25,6,51
Corrente,262,2005-01-02,JAC,OAK,Referee,7,87,8,72
Corrente,262,2005-09-08,OAK,NE,Referee,16,149,7,46
Corrente,262,2005-09-18,DET,CHI,Referee,3,30,6,40
Corrente,262,2005-09-25,ARI,SEA,Referee,12,71,3,25
Corrente,262,2005-10-09,NO,GB,Referee,11,107,6,36
Corrente,262,2005-10-16,WAS,KC,Referee,5,54,4,24
Corrente,262,2005-10-23,PIT,CIN,Referee,5,65,4,35
Corrente,262,2005-10-30,TB,SF,Referee,8,65,7,65
Corrente,262,2005-11-13,DEN,OAK,Referee,4,30,9,58
Corrente,262,2005-11-20,PHI,NYG,Referee,7,105,6,58
Corrente,262,2005-11-27,CLE,MIN,Referee,6,30,7,49
Corrente,262,2005-12-04,TEN,IND,Referee,7,35,5,33
Corrente,262,2005-12-11,MIA,SD,Referee,3,12,7,49
Corrente,262,2005-12-18,CAR,NO,Referee,3,25,9,72
Corrente,262,2005-12-24,JAC,HOU,Referee,6,50,7,40
Corrente,262,2006-01-01,STL,DAL,Referee,7,40,10,78
Corrente,262,2006-09-10,CHI,GB,Referee,4,25,5,45
Corrente,262,2006-09-17,WAS,DAL,Referee,11,117,9,90
Corrente,262,2006-09-24,CAR,TB,Referee,7,40,6,56
Corrente,262,2006-10-08,NYJ,JAC,Referee,6,59,9,62
Corrente,262,2006-10-15,SD,SF,Referee,6,51,9,116
Corrente,262,2006-10-22,DEN,CLE,Referee,3,30,2,10
Corrente,262,2006-10-29,PIT,OAK,Referee,6,70,5,45
Corrente,262,2006-11-12,BUF,IND,Referee,5,40,6,54
Corrente,262,2006-11-19,CIN,NO,Referee,2,10,4,25
Corrente,262,2006-11-27,GB,SEA,Referee,10,61,3,25
Corrente,262,2006-12-03,MIN,CHI,Referee,12,69,9,65
Corrente,262,2006-12-10,TEN,HOU,Referee,8,66,7,64
Corrente,262,2006-12-17,STL,OAK,Referee,10,56,9,75
Corrente,262,2006-12-24,CAR,ATL,Referee,8,62,4,35
Corrente,262,2006-12-31,JAC,KC,Referee,5,35,5,32
Corrente,262,2007-01-14,NE,None,Referee,4,45,6,64
Corrente,262,2007-02-04,CHI,None,Referee,4,35,6,40
Corrente,262,2007-09-09,DET,OAK,Referee,6,35,8,50
Corrente,262,2007-09-16,ATL,JAC,Referee,5,44,11,91
Corrente,262,2007-09-30,DEN,IND,Referee,4,32,2,10
Corrente,262,2007-10-07,MIA,HOU,Referee,6,50,6,67
Corrente,262,2007-10-14,STL,BAL,Referee,7,63,6,40
Corrente,262,2007-10-21,NYJ,CIN,Referee,5,62,9,70
Corrente,262,2007-11-04,CAR,TEN,Referee,10,92,10,89
Corrente,262,2007-11-11,DEN,KC,Referee,12,64,4,20
Corrente,262,2007-11-18,NYG,DET,Referee,6,47,7,40
Corrente,262,2007-11-25,BAL,SD,Referee,3,30,6,60
Corrente,262,2007-12-02,BUF,WAS,Referee,8,101,4,34
Corrente,262,2007-12-09,ARI,SEA,Referee,7,55,5,23
Corrente,262,2007-12-17,CHI,MIN,Referee,11,95,4,30
Corrente,262,2007-12-23,TB,SF,Referee,8,56,8,72
Corrente,262,2007-12-30,JAC,HOU,Referee,8,45,3,20
Corrente,262,2008-09-07,JAC,TEN,Referee,6,50,5,36
Corrente,262,2008-09-14,PIT,CLE,Referee,7,60,10,65
Corrente,262,2008-09-21,TB,CHI,Referee,6,61,8,64
Corrente,262,2008-09-28,BUF,STL,Referee,5,35,5,50
Corrente,262,2008-10-05,IND,HOU,Referee,6,31,1,5
Corrente,262,2008-10-12,DET,MIN,Referee,5,96,7,99
Corrente,262,2008-10-26,SD,NO,Referee,14,134,6,60
Corrente,262,2008-11-02,MIA,DEN,Referee,2,42,10,81
Corrente,262,2008-11-10,SF,ARI,Referee,10,93,10,71
Corrente,262,2008-11-16,PHI,CIN,Referee,8,60,4,35
Corrente,262,2008-11-23,CAR,ATL,Referee,8,48,3,25
Corrente,262,2008-11-30,NYG,WAS,Referee,3,19,7,47
Corrente,262,2008-12-04,OAK,SD,Referee,6,70,9,51
Corrente,262,2008-12-21,NYJ,SEA,Referee,6,45,5,28
Corrente,262,2008-12-28,TEN,IND,Referee,3,30,3,20
Corrente,262,2009-01-04,PHI,None,Referee,7,55,4,25
Corrente,262,2009-09-13,JAC,IND,Referee,3,24,3,17
Corrente,262,2009-09-20,BAL,SD,Referee,4,32,12,85
Corrente,262,2009-09-28,CAR,DAL,Referee,6,60,9,80
Corrente,262,2009-10-04,STL,SF,Referee,10,73,3,33
Corrente,262,2009-10-11,HOU,ARI,Referee,6,53,7,40
Corrente,262,2009-10-18,KC,WAS,Referee,4,30,7,63
Corrente,262,2009-11-01,MIN,GB,Referee,3,29,6,45
Corrente,262,2009-11-15,TB,MIA,Referee,9,77,3,30
Corrente,262,2009-11-22,PHI,CHI,Referee,8,46,7,64
Corrente,262,2009-11-26,NYG,DEN,Referee,4,45,8,61
Corrente,262,2009-12-06,DET,CIN,Referee,7,45,9,75
Corrente,262,2009-12-13,NO,ATL,Referee,6,59,4,55
Corrente,262,2009-12-20,NE,BUF,Referee,6,52,11,124
Corrente,262,2009-12-25,SD,TEN,Referee,6,45,9,74
Corrente,262,2010-01-03,BAL,OAK,Referee,5,37,5,30
Corrente,262,2010-01-24,NYJ,None,Referee,6,46,1,5
Corrente,262,2010-09-12,DAL,WAS,Referee,12,81,5,42
Corrente,262,2010-09-19,STL,OAK,Referee,8,92,12,90
Corrente,262,2010-09-26,TEN,NYG,Referee,8,80,11,86
Corrente,262,2010-10-03,SF,ATL,Referee,6,41,4,60
Corrente,262,2010-10-10,NO,ARI,Referee,6,45,3,20
Corrente,262,2010-10-17,NYJ,DEN,Referee,6,74,5,81
Corrente,262,2010-10-24,NE,SD,Referee,7,51,6,69
Corrente,262,2010-11-01,HOU,IND,Referee,5,30,9,69
Corrente,262,2010-11-14,MIN,CHI,Referee,2,19,11,116
Corrente,262,2010-11-21,OAK,PIT,Referee,7,55,14,163
Corrente,262,2010-11-28,KC,SEA,Referee,5,50,3,26
Corrente,262,2010-12-05,ATL,TB,Referee,6,55,9,102
Corrente,262,2010-12-12,STL,NO,Referee,4,39,5,55
Corrente,262,2010-12-19,ARI,CAR,Referee,4,39,6,58
Corrente,262,2010-12-26,DET,MIA,Referee,6,53,8,63
Corrente,262,2011-01-02,DAL,PHI,Referee,6,45,4,40
Corrente,262,2011-09-11,PIT,BAL,Referee,6,53,7,75
Corrente,262,2011-09-18,KC,DET,Referee,8,70,4,35
Corrente,262,2011-09-25,HOU,NO,Referee,7,56,4,26
Corrente,262,2011-10-02,NE,OAK,Referee,5,45,9,85
Corrente,262,2011-10-17,MIA,NYJ,Referee,2,10,6,49
Corrente,262,2011-10-23,CHI,TB,Referee,7,54,8,69
Corrente,262,2011-10-30,CIN,SEA,Referee,7,65,11,80
Corrente,262,2011-11-13,NYG,SF,Referee,6,45,5,35
Corrente,262,2011-11-27,CAR,IND,Referee,6,92,2,15
Corrente,262,2011-12-24,MIN,WAS,Referee,4,40,8,64
Corrente,262,2012-01-01,BAL,CIN,Referee,7,59,4,35
Corrente,262,2012-01-07,DET,None,Referee,7,64,3,18
Corrente,262,2012-09-30,SF,NYJ,Referee,8,67,4,30
Corrente,262,2012-10-07,PHI,PIT,Referee,5,35,9,106
Corrente,262,2012-10-14,MIN,WAS,Referee,5,29,7,66
Corrente,262,2012-10-21,BAL,HOU,Referee,5,56,5,60
Corrente,262,2012-11-04,MIA,IND,Referee,8,79,11,91
Corrente,262,2012-11-11,ATL,NO,Referee,6,53,5,35
Corrente,262,2012-11-19,CHI,SF,Referee,6,55,5,50
Corrente,262,2012-11-25,STL,ARI,Referee,10,84,7,56
Corrente,262,2012-12-02,HOU,TEN,Referee,11,97,4,35
Corrente,262,2012-12-09,DET,GB,Referee,5,55,7,50
Corrente,262,2012-12-16,KC,OAK,Referee,7,60,5,62
Corrente,262,2012-12-30,PHI,NYG,Referee,6,52,1,5
Corrente,262,2013-01-13,HOU,None,Referee,3,20,5,56
Corrente,262,2013-09-08,NYG,DAL,Referee,6,52,5,40
Corrente,262,2013-09-15,WAS,GB,Referee,7,78,4,40
Corrente,262,2013-09-22,SD,TEN,Referee,5,45,11,116
Corrente,262,2013-09-29,SEA,HOU,Referee,9,62,6,86
Corrente,262,2013-10-06,JAC,STL,Referee,4,45,6,53
Corrente,262,2013-10-13,NO,NE,Referee,7,56,4,33
Corrente,262,2013-10-21,MIN,NYG,Referee,3,38,5,72
Corrente,262,2013-11-03,ATL,CAR,Referee,7,59,2,15
Corrente,262,2013-11-10,DEN,SD,Referee,3,28,6,40
Corrente,262,2013-11-17,SF,NO,Referee,5,45,4,48
Corrente,262,2013-12-01,ARI,PHI,Referee,6,55,5,48
Corrente,262,2013-12-05,HOU,JAC,Referee,14,177,8,57
Corrente,262,2013-12-15,NE,MIA,Referee,1,2,4,21
Corrente,262,2013-12-22,IND,KC,Referee,3,31,7,65
Corrente,262,2013-12-29,DET,MIN,Referee,6,52,4,25
Corrente,262,2014-01-19,NE,None,Referee,2,15,4,34
Corrente,262,2014-09-07,IND,DEN,Referee,9,45,7,70
Corrente,262,2014-09-14,NE,MIN,Referee,15,163,7,58
Corrente,262,2014-09-21,WAS,PHI,Referee,10,131,9,70
Corrente,262,2014-10-05,CHI,CAR,Referee,10,79,3,30
Corrente,262,2014-10-12,SD,OAK,Referee,7,60,11,78
Corrente,262,2014-10-19,CLE,JAC,Referee,8,50,3,25
Corrente,262,2014-10-27,WAS,DAL,Referee,6,45,3,35
Corrente,262,2014-11-02,NYJ,KC,Referee,5,40,3,20
Corrente,262,2014-11-16,DEN,STL,Referee,8,62,3,25
Corrente,262,2014-11-23,DET,NE,Referee,9,54,11,89
Corrente,262,2014-11-27,SEA,SF,Referee,14,105,3,20
Corrente,262,2014-12-07,PIT,CIN,Referee,3,20,7,54
Corrente,262,2014-12-14,JAC,BAL,Referee,5,60,9,70
Corrente,262,2014-12-21,MIN,MIA,Referee,8,74,7,54
Corrente,262,2014-12-28,IND,TEN,Referee,4,20,4,20
Corrente,262,2015-01-18,GB,None,Referee,5,45,8,40
Corrente,262,2015-09-20,DAL,PHI,Referee,18,142,8,60
Corrente,262,2015-09-27,SF,ARI,Referee,6,45,4,24
Corrente,262,2015-10-05,DET,SEA,Referee,4,37,5,30
Corrente,262,2015-10-11,CHI,KC,Referee,6,49,3,49
Corrente,262,2015-10-18,NE,IND,Referee,8,72,11,103
Corrente,262,2015-11-01,CIN,PIT,Referee,10,94,10,91
Corrente,262,2015-11-08,ATL,SF,Referee,6,63,5,30
Corrente,262,2015-11-15,MIN,OAK,Referee,3,15,8,82
Corrente,262,2015-11-22,STL,BAL,Referee,6,35,10,137
Corrente,262,2015-11-29,NE,DEN,Referee,5,47,6,46
Corrente,262,2015-12-06,HOU,BUF,Referee,10,89,5,42
Corrente,262,2015-12-13,ATL,CAR,Referee,6,54,6,60
Corrente,262,2015-12-20,ARI,PHI,Referee,1,10,5,38
Corrente,262,2015-12-27,NYG,MIN,Referee,7,48,2,10
Corrente,262,2016-01-03,OAK,KC,Referee,7,59,5,55
Corrente,262,2016-01-17,SEA,None,Referee,3,20,3,25
Coleman,261,1999-09-12,DAL,WAS,Referee,9,99,8,45
Coleman,261,1999-09-26,NYG,NE,Referee,2,10,3,25
Coleman,261,1999-10-03,BAL,ATL,Referee,5,38,6,40
Coleman,261,1999-10-10,SD,DET,Referee,4,20,1,5
Coleman,261,1999-10-17,IND,NYJ,Referee,1,5,6,51
Coleman,261,1999-10-24,CLE,STL,Referee,6,30,4,30
Coleman,261,1999-10-31,CHI,WAS,Referee,9,85,3,15
Coleman,261,1999-11-08,DAL,MIN,Referee,8,55,12,95
Coleman,261,1999-11-14,BAL,JAC,Referee,6,29,4,30
Coleman,261,1999-11-21,DET,GB,Referee,8,119,10,90
Coleman,261,1999-11-28,CIN,PIT,Referee,5,35,6,46
Coleman,261,1999-12-05,NYJ,NYG,Referee,4,50,3,67
Coleman,261,1999-12-12,SD,SEA,Referee,9,55,5,47
Coleman,261,1999-12-19,NE,PHI,Referee,3,15,7,85
Coleman,261,1999-12-26,JAC,TEN,Referee,4,29,4,33
Coleman,261,2000-01-02,OAK,KC,Referee,5,35,5,33
Coleman,261,2000-01-16,MIN,None,Referee,10,57,10,70
Coleman,261,2000-09-03,SF,ATL,Referee,7,42,4,51
Coleman,261,2000-09-10,GB,BUF,Referee,2,12,5,33
Coleman,261,2000-09-17,NO,SEA,Referee,4,40,4,32
Coleman,261,2000-09-24,TEN,PIT,Referee,3,25,5,35
Coleman,261,2000-10-01,TB,WAS,Referee,4,40,8,48
Coleman,261,2000-10-08,IND,NE,Referee,5,52,7,34
Coleman,261,2000-10-15,CLE,DEN,Referee,9,116,2,14
Coleman,261,2000-10-23,MIA,NYJ,Referee,13,95,3,30
Coleman,261,2000-11-05,BAL,CIN,Referee,6,50,6,40
Coleman,261,2000-11-12,ATL,DET,Referee,10,82,9,70
Coleman,261,2000-11-19,CAR,MIN,Referee,5,30,8,53
Coleman,261,2000-11-26,NYG,ARI,Referee,4,45,12,99
Coleman,261,2000-12-03,TEN,PHI,Referee,1,5,6,34
Coleman,261,2000-12-24,NYJ,BAL,Referee,4,19,5,32
Coleman,261,2001-01-06,NO,None,Referee,7,40,5,60
Coleman,261,2001-09-24,WAS,GB,Referee,8,70,3,15
Coleman,261,2001-10-07,SD,CLE,Referee,6,30,6,40
Coleman,261,2001-10-14,MIA,NYJ,Referee,6,72,3,30
Coleman,261,2001-10-21,ATL,NO,Referee,5,34,3,25
Coleman,261,2001-10-28,NE,DEN,Referee,7,53,6,66
Coleman,261,2001-11-04,IND,BUF,Referee,3,35,4,20
Coleman,261,2001-11-11,OAK,SEA,Referee,5,25,3,20
Coleman,261,2001-11-25,ARI,SD,Referee,3,26,6,55
Coleman,261,2001-12-02,STL,ATL,Referee,12,107,7,61
Coleman,261,2001-12-09,CLE,NE,Referee,2,21,5,31
Coleman,261,2001-12-16,GB,TEN,Referee,4,30,3,24
Coleman,261,2001-12-23,CIN,BAL,Referee,6,40,3,40
Coleman,261,2002-01-06,PHI,TB,Referee,11,95,1,10
Coleman,261,2002-01-19,OAK,None,Referee,4,20,1,15
Coleman,261,2002-09-08,BAL,CAR,Referee,6,45,6,35
Coleman,261,2002-09-15,MIA,IND,Referee,11,68,5,35
Coleman,261,2002-09-22,BUF,DEN,Referee,10,82,9,64
Coleman,261,2002-09-29,NYJ,JAC,Referee,4,25,3,15
Coleman,261,2002-10-13,KC,SD,Referee,3,30,4,35
Coleman,261,2002-10-21,IND,PIT,Referee,7,55,4,38
Coleman,261,2002-10-27,TEN,CIN,Referee,7,40,9,81
Coleman,261,2002-11-03,DAL,DET,Referee,7,70,6,50
Coleman,261,2002-11-10,SEA,ARI,Referee,4,34,3,20
Coleman,261,2002-12-01,CAR,CLE,Referee,3,25,2,10
Coleman,261,2002-12-08,MIN,GB,Referee,6,62,4,25
Coleman,261,2002-12-15,DAL,NYG,Referee,7,55,6,57
Coleman,261,2002-12-22,DET,ATL,Referee,9,86,7,55
Coleman,261,2002-12-29,TEN,HOU,Referee,6,52,7,53
Coleman,261,2003-09-04,NYJ,WAS,Referee,1,5,6,55
Coleman,261,2003-09-14,NE,PHI,Referee,8,84,7,53
Coleman,261,2003-09-21,PIT,CIN,Referee,6,53,7,49
Coleman,261,2003-09-28,ARI,STL,Referee,10,92,5,35
Coleman,261,2003-10-12,MIA,JAC,Referee,11,149,7,50
Coleman,261,2003-10-19,TEN,CAR,Referee,5,40,5,45
Coleman,261,2003-10-26,HOU,IND,Referee,7,52,3,13
Coleman,261,2003-11-09,SEA,WAS,Referee,4,32,4,40
Coleman,261,2003-11-16,GB,TB,Referee,7,29,8,48
Coleman,261,2003-11-23,PIT,CLE,Referee,10,55,5,32
Coleman,261,2003-11-30,PHI,CAR,Referee,4,35,9,70
Coleman,261,2003-12-07,WAS,NYG,Referee,6,35,7,70
Coleman,261,2003-12-14,SEA,STL,Referee,9,64,7,50
Coleman,261,2003-12-20,NE,NYJ,Referee,5,31,4,25
Coleman,261,2003-12-28,TB,TEN,Referee,4,31,4,50
Coleman,261,2004-01-03,DAL,None,Referee,2,11,0,0
Coleman,261,2004-01-18,IND,None,Referee,4,20,3,15
Coleman,261,2004-09-13,GB,CAR,Referee,8,77,9,59
Coleman,261,2004-09-19,PIT,BAL,Referee,9,75,10,123
Coleman,261,2004-09-26,ARI,ATL,Referee,8,66,3,15
Coleman,261,2004-10-03,DEN,TB,Referee,7,50,9,97
Coleman,261,2004-10-17,HOU,TEN,Referee,4,19,4,35
Coleman,261,2004-10-24,DET,NYG,Referee,7,65,4,25
Coleman,261,2004-10-31,NE,PIT,Referee,6,55,9,90
Coleman,261,2004-11-07,CLE,BAL,Referee,9,55,3,25
Coleman,261,2004-11-21,STL,BUF,Referee,11,84,15,123
Coleman,261,2004-11-28,TB,CAR,Referee,7,40,5,50
Coleman,261,2004-12-05,NYG,WAS,Referee,7,40,8,66
Coleman,261,2004-12-12,MIA,DEN,Referee,4,40,5,43
Coleman,261,2004-12-19,DAL,PHI,Referee,6,35,5,36
Coleman,261,2004-12-26,HOU,JAC,Referee,6,50,5,45
Coleman,261,2005-01-02,SF,NE,Referee,7,64,4,37
Coleman,261,2005-01-08,STL,None,Referee,4,30,9,61
Coleman,261,2005-09-12,PHI,ATL,Referee,8,55,7,88
Coleman,261,2005-09-18,BAL,TEN,Referee,10,73,5,47
Coleman,261,2005-10-02,STL,NYG,Referee,11,103,11,90
Coleman,261,2005-10-09,MIA,BUF,Referee,18,102,7,63
Coleman,261,2005-10-16,NE,DEN,Referee,8,55,11,82
Coleman,261,2005-10-23,DET,CLE,Referee,11,72,8,50
Coleman,261,2005-11-06,SD,NYJ,Referee,12,124,5,35
Coleman,261,2005-11-13,BAL,JAC,Referee,9,86,5,42
Coleman,261,2005-11-20,KC,HOU,Referee,5,30,6,43
Coleman,261,2005-11-27,GB,PHI,Referee,7,40,7,50
Coleman,261,2005-12-04,ARI,SF,Referee,11,80,6,44
Coleman,261,2005-12-11,TB,CAR,Referee,7,50,5,35
Coleman,261,2005-12-18,NYJ,MIA,Referee,5,39,8,92
Coleman,261,2005-12-24,NYG,WAS,Referee,9,64,6,81
Coleman,261,2006-01-01,DET,PIT,Referee,5,47,2,15
Coleman,261,2006-01-15,CAR,None,Referee,9,50,4,19
Coleman,261,2006-09-07,MIA,PIT,Referee,6,63,1,10
Coleman,261,2006-09-17,CLE,CIN,Referee,2,27,9,49
Coleman,261,2006-10-01,NO,CAR,Referee,5,38,7,48
Coleman,261,2006-10-09,BAL,DEN,Referee,3,15,3,25
Coleman,261,2006-10-15,NYG,ATL,Referee,5,45,4,40
Coleman,261,2006-10-29,STL,SD,Referee,4,20,3,43
Coleman,261,2006-11-05,GB,BUF,Referee,5,36,8,50
Coleman,261,2006-11-12,SF,DET,Referee,5,51,5,40
Coleman,261,2006-11-19,TEN,PHI,Referee,2,15,8,64
Coleman,261,2006-11-26,CHI,NE,Referee,5,31,4,81
